alpha,near,fair,elastic
0.0,1.0952380952380953,-45.38095238095238,-28.857142857142858
0.1,1.1047619047619048,-36.29047619047619,-34.05714285714286
0.2,1.1142857142857143,-27.200000000000003,-27.35238095238096
0.3,1.1238095238095238,-18.109523809523804,-22.85238095238095
0.4,1.1333333333333333,-9.019047619047615,-15.990476190476189
0.5,1.1428571428571428,0.07142857142857142,-11.166666666666666
0.6,1.1523809523809525,9.161904761904761,-3.914285714285715
0.7,1.161904761904762,18.252380952380946,3.719047619047616
0.8,1.1714285714285713,27.342857142857145,3.419047619047621
0.9,1.180952380952381,36.43333333333334,10.480952380952383
1.0,1.1904761904761905,45.523809523809526,19.38095238095238
