alpha,near,fair,elastic
0.0,2.9047619047619047,-36.95238095238095,-35.666666666666664
0.0196078431372549,2.9122315592903827,-35.48085901027078,-28.41643323996265
0.0392156862745098,2.9197012138188607,-34.0093370681606,-24.11017740429505
0.058823529411764705,2.9271708683473388,-32.537815126050425,-27.46778711484594
0.0784313725490196,2.9346405228758172,-31.066293183940243,-23.178338001867417
0.09803921568627451,2.9421101774042953,-29.594771241830067,-27.88702147525677
0.11764705882352941,2.949579831932773,-28.123249299719884,-25.193277310924366
0.13725490196078433,2.9570494864612513,-26.651727357609712,-24.822595704948647
0.1568627450980392,2.964519140989729,-25.180205415499533,-18.972922502334267
0.17647058823529413,2.9719887955182074,-23.708683473389353,-18.36134453781512
0.19607843137254902,2.9794584500466854,-22.237161531279177,-21.627450980392158
0.21568627450980393,2.9869281045751634,-20.765639589169,-21.831932773109244
0.23529411764705882,2.994397759103641,-19.294117647058822,-20.308123249299722
0.2549019607843137,3.0018674136321195,-17.82259570494865,-17.246498599439775
0.27450980392156865,3.009337068160597,-16.351073762838467,-18.060690943043884
0.29411764705882354,3.016806722689075,-14.87955182072829,-16.997198879551817
0.3137254901960784,3.0242763772175536,-13.40802987861811,-12.0046685340803
0.3333333333333333,3.031746031746032,-11.93650793650794,-14.444444444444446
0.35294117647058826,3.03921568627451,-10.464985994397756,-14.459383753501399
0.37254901960784315,3.046685340802988,-8.99346405228758,-7.155929038281978
0.39215686274509803,3.054154995331466,-7.521942110177406,-8.409897292250236
0.4117647058823529,3.061624649859944,-6.050420168067229,-11.638655462184875
0.43137254901960786,3.0690943043884222,-4.578898225957048,-8.194211017740427
0.45098039215686275,3.0765639589169003,-3.1073762838468717,-8.111111111111112
0.47058823529411764,3.0840336134453783,-1.6358543417366955,-7.184873949579833
0.49019607843137253,3.0915032679738554,-0.1643323996265167,-5.57422969187675
0.5098039215686274,3.0989729225023344,1.3071895424836568,-6.291316526610646
0.5294117647058824,3.1064425770308124,2.7787114845938383,-3.994397759103641
0.5490196078431373,3.1139122315592904,4.250233426704018,-4.156862745098036
0.5686274509803921,3.1213818860877685,5.721755368814191,-1.4005602240896369
0.5882352941176471,3.1288515406162465,7.193277310924373,-0.0280112044817916
0.6078431372549019,3.1363211951447245,8.664799253034543,0.16059757236227565
0.6274509803921569,3.143790849673203,10.136321195144722,-0.08309990662931861
0.6470588235294118,3.1512605042016806,11.607843137254902,0.044817927170870894
0.6666666666666666,3.158730158730159,13.079365079365076,3.1111111111111103
0.6862745098039216,3.1661998132586366,14.550887021475257,4.2969187675070035
0.7058823529411765,3.173669467787115,16.022408963585438,5.599439775910367
0.7254901960784313,3.1811391223155927,17.493930905695613,4.466853408029876
0.7450980392156863,3.188608776844071,18.965452847805793,6.57609710550887
0.7647058823529411,3.1960784313725488,20.436974789915965,6.355742296918766
0.7843137254901961,3.2035480859010272,21.908496732026144,8.728291316526612
0.803921568627451,3.2110177404295053,23.380018674136323,10.485527544351076
0.8235294117647058,3.2184873949579833,24.851540616246492,8.089635854341736
0.8431372549019608,3.2259570494864613,26.323062558356675,12.824463118580766
0.8627450980392157,3.2334267040149394,27.794584500466858,14.368814192343606
0.8823529411764706,3.2408963585434174,29.266106442577026,12.240896358543415
0.9019607843137255,3.2483660130718954,30.73762838468721,25.52474323062558
0.9215686274509803,3.2558356676003735,32.209150326797385,17.44444444444444
0.9411764705882353,3.2633053221288515,33.680672268907564,15.980392156862743
0.9607843137254902,3.2707749766573295,35.15219421101774,14.12511671335201
0.9803921568627451,3.2782446311858076,36.623716153127916,24.870214752567694
