pass,obj,delay,logistic
1,0.7142857142857143,0.7142857142857143,0.7142857142857143
2,0.7142857142857143,0.7142857142857143,0.7142857142857143
3,0.7142857142857143,0.7142857142857143,0.7142857142857143
4,0.7142857142857143,0.7142857142857143,0.7142857142857143
5,0.7142857142857143,0.7142857142857143,0.7142857142857143
6,0.7142857142857143,0.7142857142857143,0.7142857142857143
7,0.7142857142857143,0.7142857142857143,0.7142857142857143
8,0.7142857142857143,0.7142857142857143,0.7142857142857143
9,0.7142857142857143,0.7142857142857143,0.7142857142857143
10,0.42857142857142855,-0.2857142857142857,0.9047619047619048
11,0.42857142857142855,-0.2857142857142857,0.9047619047619048
12,0.42857142857142855,-0.2857142857142857,0.9047619047619048
13,0.42857142857142855,-0.2857142857142857,0.9047619047619048
14,0.42857142857142855,-0.2857142857142857,0.9047619047619048
15,0.42857142857142855,-0.2857142857142857,0.9047619047619048
16,0.42857142857142855,-0.2857142857142857,0.9047619047619048
17,0.42857142857142855,-0.2857142857142857,0.9047619047619048
18,0.42857142857142855,-0.2857142857142857,0.9047619047619048
19,0.42857142857142855,-0.2857142857142857,0.9047619047619048
20,0.42857142857142855,-0.2857142857142857,0.9047619047619048
21,-3.552380952380952,-14.666666666666666,3.857142857142857
22,-3.552380952380952,-14.666666666666666,3.857142857142857
23,-3.552380952380952,-14.666666666666666,3.857142857142857
24,-3.552380952380952,-14.666666666666666,3.857142857142857
25,-3.552380952380952,-14.666666666666666,3.857142857142857
26,-3.552380952380952,-14.666666666666666,3.857142857142857
27,-3.552380952380952,-14.666666666666666,3.857142857142857
28,-3.552380952380952,-14.666666666666666,3.857142857142857
29,-3.552380952380952,-14.666666666666666,3.857142857142857
30,-3.552380952380952,-14.666666666666666,3.857142857142857
31,-3.552380952380952,-14.666666666666666,3.857142857142857
32,-3.552380952380952,-14.666666666666666,3.857142857142857
33,-3.552380952380952,-14.666666666666666,3.857142857142857
34,-3.552380952380952,-14.666666666666666,3.857142857142857
35,-3.552380952380952,-14.666666666666666,3.857142857142857
36,-3.552380952380952,-14.666666666666666,3.857142857142857
37,-3.552380952380952,-14.666666666666666,3.857142857142857
38,-3.552380952380952,-14.666666666666666,3.857142857142857
39,-3.552380952380952,-14.666666666666666,3.857142857142857
40,-3.552380952380952,-14.666666666666666,3.857142857142857
41,-3.552380952380952,-14.666666666666666,3.857142857142857
42,-3.552380952380952,-14.666666666666666,3.857142857142857
43,-3.552380952380952,-14.666666666666666,3.857142857142857
44,-3.552380952380952,-14.666666666666666,3.857142857142857
45,-3.552380952380952,-14.666666666666666,3.857142857142857
46,-3.552380952380952,-14.666666666666666,3.857142857142857
47,-3.552380952380952,-14.666666666666666,3.857142857142857
48,-3.552380952380952,-14.666666666666666,3.857142857142857
49,-3.552380952380952,-14.666666666666666,3.857142857142857
50,-3.552380952380952,-14.666666666666666,3.857142857142857
51,-3.552380952380952,-14.666666666666666,3.857142857142857
52,-3.552380952380952,-14.666666666666666,3.857142857142857
53,-3.552380952380952,-14.666666666666666,3.857142857142857
54,-3.552380952380952,-14.666666666666666,3.857142857142857
55,-3.552380952380952,-14.666666666666666,3.857142857142857
56,-3.552380952380952,-14.666666666666666,3.857142857142857
57,-3.552380952380952,-14.666666666666666,3.857142857142857
58,-3.552380952380952,-14.666666666666666,3.857142857142857
59,-3.552380952380952,-14.666666666666666,3.857142857142857
60,-3.552380952380952,-14.666666666666666,3.857142857142857
61,-3.552380952380952,-14.666666666666666,3.857142857142857
62,-3.552380952380952,-14.666666666666666,3.857142857142857
63,-3.552380952380952,-14.666666666666666,3.857142857142857
64,-3.552380952380952,-14.666666666666666,3.857142857142857
65,-3.552380952380952,-14.666666666666666,3.857142857142857
66,-3.552380952380952,-14.666666666666666,3.857142857142857
67,-3.552380952380952,-14.666666666666666,3.857142857142857
68,-3.552380952380952,-14.666666666666666,3.857142857142857
69,-3.552380952380952,-14.666666666666666,3.857142857142857
70,-3.552380952380952,-14.666666666666666,3.857142857142857
71,-3.552380952380952,-14.666666666666666,3.857142857142857
