alpha,near,fair,elastic
0.0,49.0,23.0,34.523809523809526
0.1,44.52857142857143,22.447619047619046,31.61904761904762
0.2,40.05714285714286,21.8952380952381,26.390476190476193
0.3,35.58571428571428,21.342857142857138,22.133333333333333
0.4,31.114285714285714,20.79047619047619,24.990476190476187
0.5,26.642857142857142,20.238095238095237,19.523809523809526
0.6,22.17142857142857,19.685714285714283,17.98095238095238
0.7,17.700000000000003,19.133333333333333,17.195238095238096
0.8,13.228571428571426,18.58095238095238,14.21904761904762
0.9,8.757142857142856,18.02857142857143,12.266666666666667
1.0,4.285714285714286,17.476190476190474,16.095238095238095
