1.038,2.721,6.2,10.546,16.568,
0.397,2.485,5.75,10.618,16.993,
0.435,2.33,5.73,10.803,16.929,
0.393,2.297,5.803,10.867,17.184,
0.387,2.441,5.651,10.779,16.469,
