pass,obj,delay,logistic
118,0.8380952380952378,-22.19047619047619,16.19047619047619
119,1.4952380952380941,-32.333333333333336,24.047619047619047
120,1.590476190476188,-28.952380952380953,21.952380952380953
121,-1.2666666666666677,-29.952380952380953,17.857142857142858
122,-1.1619047619047636,-30.904761904761905,18.666666666666668
123,2.3142857142857127,-32.142857142857146,25.285714285714285
124,-1.2380952380952395,-26.095238095238095,15.333333333333334
125,3.1333333333333337,-32.523809523809526,26.904761904761905
126,-2.6571428571428575,-28.571428571428573,14.619047619047619
127,0.8476190476190482,-30.238095238095237,21.571428571428573
128,-0.6095238095238115,-29.952380952380953,18.952380952380953
129,0.8095238095238082,-22.047619047619047,16.047619047619047
130,-2.257142857142859,-31.857142857142858,17.476190476190474
131,0.342857142857141,-30.285714285714285,20.761904761904763
132,-0.5523809523809534,-27.952380952380953,17.714285714285715
133,1.2380952380952368,-27.761904761904763,20.571428571428573
134,1.2380952380952368,-29.904761904761905,22.0
135,-3.647619047619049,-28.19047619047619,12.714285714285714
136,1.2476190476190456,-26.80952380952381,19.952380952380953
137,1.438095238095236,-28.61904761904762,21.476190476190474
138,1.6190476190476164,-31.238095238095237,23.523809523809526
139,0.5619047619047597,-32.23809523809524,22.428571428571427
140,1.638095238095237,-31.476190476190474,23.714285714285715
141,2.5619047619047626,-31.80952380952381,25.476190476190474
142,0.19999999999999676,-31.0,21.0
143,0.6857142857142846,-31.428571428571427,22.095238095238095
144,2.78095238095238,-32.19047619047619,26.095238095238095
145,1.9238095238095227,-26.047619047619047,20.571428571428573
146,-1.4000000000000004,-29.571428571428573,17.38095238095238
147,2.0952380952380953,-31.761904761904763,24.666666666666668
148,-0.5714285714285727,-20.857142857142858,12.952380952380953
149,0.29523809523809197,-31.476190476190474,21.476190476190474
150,2.0761904761904746,-30.666666666666668,23.904761904761905
151,-3.0190476190476194,-28.333333333333332,13.857142857142858
152,-1.6761904761904785,-30.761904761904763,17.714285714285715
153,-0.35238095238095263,-30.238095238095237,19.571428571428573
154,0.16190476190476083,-27.38095238095238,18.523809523809526
155,0.12380952380952219,-31.61904761904762,21.285714285714285
156,1.9333333333333318,-32.23809523809524,24.714285714285715
157,1.0952380952380953,-31.333333333333332,22.714285714285715
158,0.06666666666666558,-27.61904761904762,18.523809523809526
159,1.7904761904761888,-30.80952380952381,23.523809523809526
160,-1.9428571428571448,-29.0,16.095238095238095
161,-0.028571428571429653,-30.285714285714285,20.142857142857142
162,3.2857142857142843,-28.714285714285715,24.61904761904762
163,-1.2761904761904768,-23.333333333333332,13.428571428571429
164,1.8095238095238069,-31.61904761904762,24.095238095238095
165,-1.619047619047619,-31.19047619047619,18.095238095238095
166,0.7047619047619026,-30.523809523809526,21.523809523809526
167,4.352380952380951,-31.333333333333332,28.142857142857142
168,1.5238095238095237,-29.761904761904763,22.38095238095238
169,0.09523809523809523,-31.904761904761905,21.428571428571427
170,-1.1142857142857159,-30.571428571428573,18.523809523809526
171,0.06666666666666558,-27.476190476190474,18.428571428571427
172,-1.600000000000001,-28.285714285714285,16.19047619047619
173,1.1333333333333324,-25.523809523809526,18.904761904761905
174,-0.5714285714285727,-28.285714285714285,17.904761904761905
175,-0.08571428571428896,-31.714285714285715,21.0
176,0.3523809523809513,-32.19047619047619,22.047619047619047
177,0.4285714285714272,-30.142857142857142,20.80952380952381
178,-0.5904761904761907,-27.904761904761905,17.61904761904762
179,-0.9047619047619061,-29.904761904761905,18.428571428571427
180,0.4857142857142825,-31.0,21.476190476190474
181,2.0761904761904746,-31.952380952380953,24.761904761904763
182,-2.723809523809525,-29.666666666666668,15.238095238095237
183,2.142857142857143,-26.428571428571427,21.19047619047619
184,-2.24761904761905,-30.761904761904763,16.761904761904763
185,0.9714285714285703,-26.714285714285715,19.428571428571427
186,1.1523809523809505,-29.19047619047619,21.38095238095238
187,-0.7047619047619067,-30.761904761904763,19.333333333333332
188,-0.6476190476190473,-27.61904761904762,17.333333333333332
189,-0.60952380952381,-22.523809523809526,14.0
190,-0.352380952380954,-31.238095238095237,20.238095238095237
191,2.399999999999999,-31.142857142857142,24.761904761904763
192,1.399999999999999,-28.285714285714285,21.19047619047619
193,0.7904761904761916,-31.80952380952381,22.523809523809526
194,0.20952380952380845,-29.904761904761905,20.285714285714285
195,-1.20952380952381,-25.80952380952381,15.19047619047619
196,2.809523809523808,-27.904761904761905,23.285714285714285
197,-1.1714285714285713,-29.285714285714285,17.571428571428573
198,-1.3534147347811431E-15,-29.428571428571427,19.61904761904762
199,0.3523809523809513,-32.61904761904762,22.333333333333332
200,0.8761904761904751,-27.666666666666668,19.904761904761905
201,-0.8285714285714302,-29.714285714285715,18.428571428571427
202,-0.8666666666666661,-31.095238095238095,19.285714285714285
203,-0.9238095238095241,-31.666666666666668,19.571428571428573
204,-1.1523809523809532,-27.38095238095238,16.333333333333332
205,1.2095238095238083,-27.476190476190474,20.333333333333332
206,2.8761904761904753,-28.80952380952381,24.0
207,2.7809523809523813,-29.333333333333332,24.19047619047619
208,-0.5428571428571445,-31.285714285714285,19.952380952380953
209,2.5904761904761893,-29.238095238095237,23.80952380952381
210,0.7619047619047592,-30.666666666666668,21.714285714285715
211,2.742857142857141,-31.142857142857142,25.333333333333332
212,-1.81904761904762,-27.476190476190474,15.285714285714286
213,2.466666666666666,-29.19047619047619,23.571428571428573
214,2.542857142857142,-31.142857142857142,25.0
215,0.952380952380951,-29.904761904761905,21.523809523809526
216,-1.2000000000000008,-27.0,16.0
217,-3.4095238095238107,-29.238095238095237,13.80952380952381
218,2.180952380952379,-30.904761904761905,24.238095238095237
219,-3.1142857142857148,-28.857142857142858,14.047619047619047
220,-1.6285714285714294,-25.142857142857142,14.047619047619047
221,0.6190476190476191,-31.80952380952381,22.238095238095237
222,0.323809523809523,-29.61904761904762,20.285714285714285
223,-1.5238095238095237,-29.095238095238095,16.857142857142858
224,1.2095238095238083,-27.61904761904762,20.428571428571427
225,1.523809523809521,-30.904761904761905,23.142857142857142
226,3.2285714285714264,-29.0,24.714285714285715
227,-0.1714285714285725,-31.857142857142858,20.952380952380953
228,-1.8666666666666676,-28.952380952380953,16.19047619047619
229,4.114285714285713,-32.285714285714285,28.38095238095238
230,-1.2095238095238112,-28.523809523809526,17.0
231,0.4285714285714259,-32.42857142857143,22.333333333333332
232,-0.2666666666666678,-29.238095238095237,19.047619047619047
233,0.28571428571428437,-24.142857142857142,16.571428571428573
234,-0.7714285714285722,-29.428571428571427,18.333333333333332
235,-1.2571428571428587,-31.857142857142858,19.142857142857142
236,2.628571428571428,-27.714285714285715,22.857142857142858
237,-2.161904761904762,-27.19047619047619,14.523809523809524
238,-1.3534147347811431E-15,-29.857142857142858,19.904761904761905
239,1.78095238095238,-31.047619047619047,23.666666666666668
240,-2.3904761904761913,-27.761904761904763,14.523809523809524
241,1.0285714285714282,-25.714285714285715,18.857142857142858
242,2.038095238095239,-27.61904761904762,21.80952380952381
243,-1.276190476190478,-30.761904761904763,18.38095238095238
244,4.409523809523809,-27.761904761904763,25.857142857142858
245,-1.4666666666666686,-30.523809523809526,17.904761904761905
246,1.866666666666666,-32.76190476190476,24.952380952380953
247,-2.1047619047619057,-26.761904761904763,14.333333333333334
248,1.0476190476190463,-29.80952380952381,21.61904761904762
249,-2.257142857142859,-30.142857142857142,16.333333333333332
250,-1.03809523809524,-24.952380952380953,14.904761904761905
251,2.56190476190476,-31.38095238095238,25.19047619047619
252,-1.685714285714286,-29.142857142857142,16.61904761904762
253,-0.1809523809523815,-31.095238095238095,20.428571428571427
254,-1.361904761904763,-28.047619047619047,16.428571428571427
255,-1.3142857142857154,-30.571428571428573,18.19047619047619
256,0.29523809523809336,-29.476190476190474,20.142857142857142
257,-0.42857142857142855,-32.142857142857146,20.714285714285715
258,-1.342857142857145,-31.142857142857142,18.523809523809526
259,0.6190476190476191,-31.095238095238095,21.761904761904763
260,-4.123809523809525,-29.666666666666668,12.904761904761905
261,2.3142857142857127,-29.285714285714285,23.38095238095238
262,-2.3238095238095258,-30.523809523809526,16.476190476190474
263,-1.438095238095239,-28.80952380952381,16.80952380952381
264,1.7142857142857115,-31.714285714285715,24.0
265,-1.3619047619047617,-30.476190476190474,18.047619047619047
266,5.504761904761903,-33.095238095238095,31.238095238095237
267,2.8285714285714274,-32.142857142857146,26.142857142857142
268,0.4380952380952362,-27.333333333333332,18.952380952380953
269,3.019047619047618,-29.952380952380953,25.0
270,-1.0952380952380953,-31.666666666666668,19.285714285714285
271,-0.7333333333333336,-27.476190476190474,17.095238095238095
272,-1.7142857142857142,-26.428571428571427,14.761904761904763
273,2.1523809523809505,-30.047619047619047,23.61904761904762
274,-0.05714285714285795,-30.0,19.904761904761905
275,2.114285714285713,-31.0,24.19047619047619
276,2.1809523809523816,-28.333333333333332,22.523809523809526
277,-3.5047619047619056,-28.19047619047619,12.952380952380953
278,-1.9047619047619047,-30.476190476190474,17.142857142857142
279,2.076190476190476,-26.238095238095237,20.952380952380953
280,-0.07619047619047728,-31.19047619047619,20.666666666666668
281,-1.1523809523809532,-25.666666666666668,15.19047619047619
282,-0.07619047619047728,-32.04761904761905,21.238095238095237
283,1.6380952380952383,-26.476190476190474,20.38095238095238
284,-2.352380952380954,-30.38095238095238,16.333333333333332
285,1.9047619047619033,-29.666666666666668,22.952380952380953
286,0.5428571428571418,-30.428571428571427,21.19047619047619
287,0.6952380952380937,-27.761904761904763,19.666666666666668
288,0.4571428571428555,-30.0,20.761904761904763
289,-0.7142857142857156,-26.857142857142858,16.714285714285715
290,-0.5809523809523831,-31.38095238095238,19.952380952380953
291,3.53333333333333,-31.238095238095237,26.714285714285715
292,-1.7238095238095246,-30.38095238095238,17.38095238095238
293,-1.8476190476190482,-26.476190476190474,14.571428571428571
294,-1.4476190476190478,-28.61904761904762,16.666666666666668
295,-0.03809523809523864,-27.666666666666668,18.38095238095238
296,0.46666666666666584,-28.904761904761905,20.047619047619047
297,-1.60952380952381,-27.666666666666668,15.761904761904763
298,1.866666666666666,-28.761904761904763,22.285714285714285
299,-2.914285714285715,-25.571428571428573,12.19047619047619
300,5.390476190476188,-29.095238095238095,28.38095238095238
301,0.333333333333332,-27.238095238095237,18.714285714285715
302,0.6857142857142846,-29.714285714285715,20.952380952380953
303,-0.3238095238095243,-27.952380952380953,18.095238095238095
304,-1.4761904761904763,-25.761904761904763,14.714285714285714
305,-1.295238095238096,-29.666666666666668,17.61904761904762
306,-2.6095238095238114,-29.952380952380953,15.619047619047619
307,2.371428571428569,-31.142857142857142,24.714285714285715
308,2.4285714285714257,-31.857142857142858,25.285714285714285
309,1.7904761904761888,-28.666666666666668,22.095238095238095
310,-1.0380952380952386,-28.095238095238095,17.0
311,0.2857142857142857,-25.0,17.142857142857142
312,0.8952380952380931,-31.761904761904763,22.666666666666668
313,0.22857142857142912,-31.571428571428573,21.428571428571427
314,-2.0285714285714285,-29.285714285714285,16.142857142857142
315,0.3904761904761899,-31.666666666666668,21.761904761904763
316,0.019047619047617963,-27.952380952380953,18.666666666666668
317,1.9333333333333318,-32.23809523809524,24.714285714285715
318,2.4666666666666646,-32.476190476190474,25.761904761904763
319,-0.41904761904762095,-28.476190476190474,18.285714285714285
320,-2.1047619047619044,-30.61904761904762,16.904761904761905
321,1.4952380952380941,-28.19047619047619,21.285714285714285
322,-3.295238095238096,-27.952380952380953,13.142857142857142
323,-1.0666666666666669,-29.523809523809526,17.904761904761905
324,-0.6476190476190486,-27.047619047619047,16.952380952380953
325,0.2095238095238098,-30.047619047619047,20.38095238095238
326,-2.342857142857144,-26.571428571428573,13.80952380952381
327,-0.8476190476190482,-29.047619047619047,17.952380952380953
328,0.3142857142857154,-31.571428571428573,21.571428571428573
329,-0.6190476190476204,-29.61904761904762,18.714285714285715
330,1.399999999999999,-31.714285714285715,23.476190476190474
331,-0.35238095238095263,-28.095238095238095,18.142857142857142
332,1.7714285714285696,-29.571428571428573,22.666666666666668
333,0.4095238095238079,-31.904761904761905,21.952380952380953
334,0.3714285714285693,-32.0,21.952380952380953
335,4.047619047619045,-31.952380952380953,28.047619047619047
336,1.1904761904761905,-32.23809523809524,23.476190476190474
337,2.399999999999999,-31.571428571428573,25.047619047619047
338,-0.019047619047617963,-31.333333333333332,20.857142857142858
339,2.3333333333333335,-27.238095238095237,22.047619047619047
340,-1.8095238095238109,-29.238095238095237,16.476190476190474
341,-0.1523809523809532,-30.38095238095238,20.0
342,0.7809523809523798,-31.904761904761905,22.571428571428573
343,0.3523809523809513,-30.761904761904763,21.095238095238095
344,1.5619047619047597,-30.80952380952381,23.142857142857142
345,0.6857142857142833,-30.142857142857142,21.238095238095237
346,-0.3428571428571437,-26.571428571428573,17.142857142857142
347,-3.666666666666668,-29.952380952380953,13.857142857142858
348,-1.7523809523809528,-29.80952380952381,16.952380952380953
349,-2.8571428571428585,-30.428571428571427,15.523809523809524
350,1.3428571428571423,-31.285714285714285,23.095238095238095
351,-0.6952380952380963,-28.952380952380953,18.142857142857142
352,1.9809523809523792,-31.761904761904763,24.476190476190474
353,2.0761904761904746,-32.38095238095238,25.047619047619047
354,1.276190476190474,-32.095238095238095,23.523809523809526
355,-0.08571428571428626,-31.142857142857142,20.61904761904762
356,-1.7809523809523813,-30.80952380952381,17.571428571428573
357,0.4095238095238079,-29.761904761904763,20.523809523809526
358,-0.7619047619047633,-28.904761904761905,18.0
359,2.790476190476189,-30.523809523809526,25.0
360,-3.647619047619049,-24.61904761904762,10.333333333333334
361,0.49523809523809414,-31.61904761904762,21.904761904761905
362,1.952380952380951,-30.047619047619047,23.285714285714285
363,-3.152380952380953,-29.952380952380953,14.714285714285714
364,-2.0761904761904773,-26.476190476190474,14.19047619047619
365,-2.5904761904761906,-30.476190476190474,16.0
366,0.8571428571428544,-30.428571428571427,21.714285714285715
367,-0.2666666666666678,-29.80952380952381,19.428571428571427
368,2.3047619047619037,-31.238095238095237,24.666666666666668
369,0.9619047619047614,-32.23809523809524,23.095238095238095
370,0.9619047619047614,-31.523809523809526,22.61904761904762
371,2.8285714285714274,-30.571428571428573,25.095238095238095
372,0.10476190476190422,-26.80952380952381,18.047619047619047
373,3.9809523809523806,-29.19047619047619,26.095238095238095
374,-0.8761904761904764,-23.333333333333332,14.095238095238095
375,1.8952380952380932,-28.761904761904763,22.333333333333332
376,-0.3142857142857154,-27.428571428571427,17.761904761904763
377,-2.5714285714285716,-28.571428571428573,14.761904761904763
378,0.9619047619047614,-31.095238095238095,22.333333333333332
379,0.019047619047617963,-31.952380952380953,21.333333333333332
380,4.914285714285711,-32.42857142857143,29.80952380952381
381,1.1523809523809518,-30.61904761904762,22.333333333333332
382,-2.0761904761904773,-30.19047619047619,16.666666666666668
383,1.5809523809523804,-26.904761904761905,20.571428571428573
384,0.5047619047619032,-31.238095238095237,21.666666666666668
385,1.8095238095238082,-27.047619047619047,21.047619047619047
386,0.18095238095238014,-28.61904761904762,19.38095238095238
387,1.990476190476191,-30.952380952380953,23.952380952380953
388,0.7714285714285709,-31.142857142857142,22.047619047619047
389,1.6095238095238074,-32.333333333333336,24.238095238095237
390,-0.3904761904761899,-31.333333333333332,20.238095238095237
391,1.876190476190475,-25.095238095238095,19.857142857142858
392,-0.6571428571428577,-30.714285714285715,19.38095238095238
393,1.342857142857141,-28.857142857142858,21.476190476190474
394,-0.8000000000000019,-31.714285714285715,19.80952380952381
395,2.666666666666665,-27.047619047619047,22.476190476190474
396,-0.7142857142857143,-30.857142857142858,19.38095238095238
397,1.3428571428571423,-29.142857142857142,21.666666666666668
398,2.8000000000000007,-32.285714285714285,26.19047619047619
399,1.2857142857142858,-27.857142857142858,20.714285714285715
400,-0.49523809523809686,-31.238095238095237,20.0
401,-0.7142857142857156,-23.0,14.142857142857142
402,2.5238095238095237,-29.047619047619047,23.571428571428573
403,-0.676190476190477,-27.333333333333332,17.095238095238095
404,1.866666666666666,-26.904761904761905,21.047619047619047
405,-0.06666666666666829,-30.38095238095238,20.142857142857142
406,3.0761904761904746,-32.95238095238095,27.095238095238095
407,1.5809523809523804,-32.333333333333336,24.19047619047619
408,1.3619047619047602,-31.666666666666668,23.38095238095238
409,-0.5238095238095252,-28.952380952380953,18.428571428571427
410,-0.2666666666666678,-29.523809523809526,19.238095238095237
411,4.047619047619047,-27.666666666666668,25.19047619047619
412,1.7999999999999992,-27.285714285714285,21.19047619047619
413,0.8190476190476185,-30.666666666666668,21.80952380952381
414,-2.03809523809524,-28.523809523809526,15.619047619047619
415,0.8952380952380944,-29.904761904761905,21.428571428571427
416,-0.9428571428571434,-27.0,16.428571428571427
417,-1.1714285714285713,-30.857142857142858,18.61904761904762
418,-2.666666666666668,-29.666666666666668,15.333333333333334
419,-1.5428571428571431,-28.428571428571427,16.38095238095238
420,1.9523809523809523,-30.333333333333332,23.476190476190474
421,1.2095238095238083,-30.761904761904763,22.523809523809526
422,0.9047619047619021,-31.38095238095238,22.428571428571427
423,1.8952380952380932,-28.047619047619047,21.857142857142858
424,2.0380952380952357,-31.761904761904763,24.571428571428573
425,-1.0571428571428565,-31.571428571428573,19.285714285714285
426,-1.7047619047619054,-29.61904761904762,16.904761904761905
427,-0.23809523809523944,-29.952380952380953,19.571428571428573
428,-2.6380952380952385,-30.238095238095237,15.761904761904763
429,0.628571428571428,-27.714285714285715,19.523809523809526
430,1.0952380952380938,-25.61904761904762,18.904761904761905
431,-0.60952380952381,-27.238095238095237,17.142857142857142
432,3.161904761904761,-27.80952380952381,23.80952380952381
433,-1.361904761904763,-30.333333333333332,17.952380952380953
434,1.2952380952380933,-26.61904761904762,19.904761904761905
435,0.21904761904761744,-30.238095238095237,20.523809523809526
436,0.09523809523809389,-27.476190476190474,18.476190476190474
437,0.7428571428571425,-30.142857142857142,21.333333333333332
438,-0.5523809523809521,-31.80952380952381,20.285714285714285
439,-0.9047619047619048,-31.333333333333332,19.38095238095238
440,-0.42857142857142855,-29.285714285714285,18.80952380952381
441,-2.152380952380953,-28.095238095238095,15.142857142857142
442,0.6857142857142846,-31.714285714285715,22.285714285714285
443,-1.923809523809524,-30.238095238095237,16.952380952380953
444,-2.3142857142857154,-30.428571428571427,16.428571428571427
445,0.8285714285714275,-32.285714285714285,22.904761904761905
446,-1.438095238095239,-31.523809523809526,18.61904761904762
447,-0.0285714285714283,-22.857142857142858,15.19047619047619
448,1.39047619047619,-27.38095238095238,20.571428571428573
449,0.7904761904761902,-29.666666666666668,21.095238095238095
450,-1.0,-30.857142857142858,18.904761904761905
451,-1.1047619047619055,-30.476190476190474,18.476190476190474
452,-0.8190476190476199,-25.904761904761905,15.904761904761905
453,2.0571428571428565,-31.428571428571427,24.38095238095238
454,-0.028571428571429653,-30.714285714285715,20.428571428571427
455,-1.6857142857142873,-29.428571428571427,16.80952380952381
456,-0.5523809523809534,-29.095238095238095,18.476190476190474
457,-1.79047619047619,-29.761904761904763,16.857142857142858
458,1.7523809523809502,-23.047619047619047,18.285714285714285
459,-1.1047619047619055,-26.761904761904763,16.0
460,1.2857142857142858,-30.857142857142858,22.714285714285715
461,-0.9047619047619061,-27.047619047619047,16.523809523809526
462,2.0857142857142863,-30.857142857142858,24.047619047619047
463,1.6285714285714252,-31.0,23.38095238095238
464,1.7333333333333323,-28.80952380952381,22.095238095238095
465,2.5714285714285716,-29.857142857142858,24.19047619047619
466,0.019047619047617963,-29.523809523809526,19.714285714285715
467,-0.1428571428571442,-28.0,18.428571428571427
468,0.657142857142855,-31.0,21.761904761904763
469,0.13333333333333253,-26.666666666666668,18.0
470,-0.7142857142857156,-24.714285714285715,15.285714285714286
471,1.3238095238095244,-32.04761904761905,23.571428571428573
472,0.2761904761904754,-29.523809523809526,20.142857142857142
473,1.5047619047619032,-31.666666666666668,23.61904761904762
474,-1.123809523809525,-26.952380952380953,16.095238095238095
475,-0.361904761904763,-25.19047619047619,16.19047619047619
476,0.5047619047619032,-28.523809523809526,19.857142857142858
477,2.4476190476190465,-30.80952380952381,24.61904761904762
478,-0.5238095238095252,-29.238095238095237,18.61904761904762
479,0.7428571428571412,-31.714285714285715,22.38095238095238
480,-2.5047619047619056,-27.476190476190474,14.142857142857142
481,1.1999999999999995,-31.857142857142858,23.238095238095237
482,0.0857142857142849,-30.142857142857142,20.238095238095237
483,4.028571428571427,-31.0,27.38095238095238
484,0.9809523809523794,-24.19047619047619,17.761904761904763
485,-2.447619047619049,-30.19047619047619,16.047619047619047
486,-2.990476190476191,-27.61904761904762,13.428571428571429
487,-2.295238095238096,-29.666666666666668,15.952380952380953
488,-2.2190476190476187,-31.333333333333332,17.19047619047619
489,-2.523809523809525,-29.238095238095237,15.285714285714286
490,-0.22857142857143048,-29.714285714285715,19.428571428571427
491,0.7238095238095232,-31.761904761904763,22.38095238095238
492,0.19999999999999946,-29.571428571428573,20.047619047619047
493,-1.1523809523809532,-28.38095238095238,17.0
494,-0.6857142857142859,-27.714285714285715,17.333333333333332
495,-1.3904761904761913,-31.19047619047619,18.476190476190474
496,-0.38095238095238093,-31.80952380952381,20.571428571428573
497,-1.9047619047619047,-30.476190476190474,17.142857142857142
498,1.8190476190476186,-31.80952380952381,24.238095238095237
499,-0.676190476190477,-27.761904761904763,17.38095238095238
500,1.7333333333333323,-27.952380952380953,21.523809523809526
