alpha,near,fair,elastic
0.0,16.285714285714285,-19.095238095238095,-7.523809523809524
0.1,14.900000000000002,-14.752380952380953,-10.776190476190477
0.2,13.514285714285714,-10.40952380952381,-7.104761904761904
0.3,12.128571428571428,-6.066666666666667,-6.314285714285714
0.4,10.742857142857142,-1.7238095238095232,-2.9238095238095227
0.5,9.357142857142858,2.619047619047619,0.6190476190476191
0.6,7.9714285714285715,6.96190476190476,4.895238095238095
0.7,6.585714285714286,11.304761904761904,6.614285714285713
0.8,5.199999999999999,15.647619047619049,10.371428571428572
0.9,3.814285714285714,19.990476190476194,11.228571428571431
1.0,2.4285714285714284,24.333333333333332,12.761904761904763
