alpha,near,fair,elastic
0.0,1.2380952380952381,-45.333333333333336,-20.857142857142858
0.1,1.2476190476190478,-35.26190476190476,-32.05238095238095
0.2,1.2571428571428573,-25.19047619047619,-27.476190476190474
0.3,1.2666666666666668,-15.119047619047619,-15.366666666666665
0.4,1.2761904761904763,-5.047619047619042,-8.97142857142857
0.5,1.2857142857142858,5.023809523809524,-1.5476190476190477
0.6,1.2952380952380953,15.095238095238093,2.8761904761904753
0.7,1.3047619047619048,25.16666666666666,5.56190476190476
0.8,1.3142857142857143,35.23809523809524,5.514285714285715
0.9,1.3238095238095238,45.30952380952382,14.295238095238098
1.0,1.3333333333333333,55.38095238095238,15.285714285714286
