0.052,0.162,0.159,0.317,0.377,0.314,0.406,0.419,0.485,0.574,
0.052,0.115,0.15,0.188,0.245,0.334,0.376,0.448,0.479,0.631,
0.035,0.086,0.129,0.208,0.249,0.327,0.401,0.439,0.746,0.581,
0.052,0.12,0.152,0.204,0.243,0.331,0.397,0.443,0.529,0.644,
0.046,0.101,0.151,0.2,0.29,0.308,0.36,0.434,0.558,0.568,
0.052,0.1,0.148,0.173,0.221,0.351,0.349,0.47,0.499,0.536,
0.038,0.079,0.127,0.201,0.271,0.28,0.385,0.405,0.519,0.587,
0.039,0.076,0.133,0.238,0.252,0.284,0.324,0.414,0.458,0.493,
0.041,0.099,0.155,0.178,0.252,0.324,0.355,0.431,0.467,0.529,
0.055,0.083,0.135,0.187,0.247,0.29,0.359,0.42,0.463,0.563,
