0.069,0.146,0.317,0.368,0.536,0.655,0.811,0.958,1.154,1.358,
0.087,0.156,0.253,0.386,0.553,0.681,0.829,0.993,1.232,1.458,
0.071,0.154,0.32,0.364,0.523,0.678,0.819,0.978,1.186,1.496,
0.074,0.157,0.325,0.386,0.533,0.66,0.823,1.047,1.222,1.431,
0.076,0.162,0.322,0.381,0.538,0.673,0.842,1.035,1.313,1.414,
0.097,0.16,0.256,0.372,0.519,0.677,0.8,0.951,1.175,1.67,
0.078,0.161,0.262,0.386,0.538,0.669,0.813,0.968,1.17,1.458,
0.077,0.164,0.317,0.369,0.517,0.644,0.8,0.942,1.141,1.419,
0.081,0.168,0.329,0.389,0.533,0.668,0.822,0.985,1.192,1.473,
0.081,0.172,0.328,0.385,0.55,0.676,0.836,1.042,1.307,1.492,
