0.136,0.34,0.457,0.711,0.872,1.149,1.522,1.81,2.2,2.526,
0.142,0.276,0.507,0.674,0.953,1.237,1.571,1.925,2.246,2.573,
0.132,0.333,0.476,0.694,0.895,1.208,1.438,1.8,2.198,2.565,
0.112,0.342,0.426,0.664,0.918,1.175,1.439,1.885,2.159,2.514,
0.185,0.256,0.475,0.664,0.883,1.181,1.446,1.807,2.108,2.793,
0.105,0.242,0.459,0.639,0.837,1.116,1.395,1.704,1.998,2.393,
0.11,0.316,0.417,0.642,0.893,1.144,1.42,1.84,2.087,2.479,
0.184,0.248,0.458,0.639,0.857,1.083,1.364,1.732,2.072,2.403,
0.114,0.328,0.422,0.656,0.924,1.167,1.441,1.8,2.228,2.56,
0.192,0.268,0.487,0.671,0.898,1.195,1.453,1.798,2.222,2.602,
