0.079,0.176,0.134,0.214,0.22,0.335,0.444,0.472,0.478,0.538,
0.083,0.142,0.196,0.24,0.242,0.548,0.618,0.729,0.486,0.571,
0.042,0.087,0.155,0.224,0.269,0.32,0.427,0.41,0.493,0.554,
0.046,0.083,0.133,0.183,0.276,0.283,0.425,0.433,0.545,0.573,
0.036,0.081,0.132,0.19,0.266,0.302,0.351,0.454,0.461,0.548,
0.04,0.095,0.131,0.212,0.257,0.266,0.338,0.414,0.485,0.603,
0.046,0.082,0.126,0.184,0.224,0.285,0.339,0.385,0.46,0.533,
0.042,0.074,0.138,0.177,0.217,0.278,0.308,0.38,0.455,0.479,
0.039,0.092,0.152,0.163,0.215,0.259,0.321,0.418,0.442,0.52,
0.04,0.079,0.131,0.199,0.216,0.264,0.342,0.377,0.446,0.538,
