0.46,0.712,0.923,1.284,1.88,2.518,3.134,3.873,4.62,5.509,
0.255,0.668,0.992,1.468,1.94,2.617,3.39,3.968,5.084,6.055,
0.286,0.538,1.005,1.523,1.93,2.496,3.211,3.951,4.771,5.789,
0.289,0.574,0.904,1.36,2.051,2.488,3.165,3.84,4.652,5.452,
0.204,0.553,0.892,1.379,1.889,2.478,3.238,3.827,4.801,5.485,
0.194,0.538,0.843,1.296,1.794,2.369,2.919,3.598,4.379,5.321,
0.278,0.488,0.921,1.337,1.85,2.627,2.991,3.692,4.456,5.289,
0.199,0.531,0.851,1.262,1.784,2.357,2.956,3.642,4.399,5.234,
0.212,0.535,0.876,1.305,1.953,2.444,3.028,3.744,4.483,5.396,
0.287,0.504,0.944,1.348,1.904,2.536,3.309,3.784,4.67,5.472,
