0.141,0.421,0.649,0.932,1.289,1.731,2.228,2.687,3.291,3.76,
0.228,0.366,0.67,1.014,1.365,1.822,2.661,2.854,3.369,3.992,
0.158,0.43,0.681,0.969,1.362,1.828,2.319,2.808,3.323,3.972,
0.225,0.371,0.693,1.006,1.72,1.804,2.343,2.84,3.396,4.085,
0.162,0.434,0.69,0.984,1.371,1.862,2.336,2.819,3.428,4.382,
0.154,0.423,0.663,0.936,1.326,1.736,2.165,2.807,3.194,3.863,
0.16,0.435,0.688,0.964,1.346,1.816,2.298,2.731,3.324,3.985,
0.228,0.357,0.66,0.922,1.294,1.767,2.24,2.748,3.172,3.835,
0.165,0.44,0.694,0.985,1.387,1.834,2.331,2.801,3.687,4.012,
0.167,0.448,0.652,0.993,1.406,1.849,2.353,2.835,3.418,4.045,
