0.273,0.627,0.968,1.445,2.048,2.631,4.126,4.028,4.93,5.626,
0.33,0.57,1.032,1.507,2.102,2.646,3.609,8.035,8.73,6.434,
0.334,0.755,0.955,2.124,2.032,2.594,4.138,4.113,4.971,6.146,
0.405,0.568,1.115,2.139,2.675,2.688,3.453,4.463,5.147,6.8,
0.305,0.569,1.134,1.44,2.072,2.649,3.456,4.247,4.939,5.967,
0.202,0.543,0.867,1.289,1.957,2.655,3.136,3.874,4.617,6.157,
0.209,0.524,0.888,1.359,1.914,2.572,3.208,3.89,4.905,5.526,
0.204,0.535,0.862,1.308,1.853,2.464,3.149,3.838,4.502,5.359,
0.209,0.561,0.901,1.377,1.947,2.578,3.225,3.969,4.769,6.298,
0.266,0.51,0.967,1.459,1.97,2.575,3.271,4.07,4.813,5.807,
