0.072,0.158,0.306,0.371,0.623,0.677,0.846,0.968,1.335,1.65,
0.069,0.153,0.294,0.387,0.544,0.681,0.846,1.063,1.191,1.869,
0.071,0.178,0.259,0.407,0.493,0.694,0.858,1.008,1.227,1.437,
0.072,0.163,0.263,0.394,0.531,0.666,0.837,1.044,1.177,1.466,
0.075,0.162,0.256,0.385,0.528,0.684,0.838,1.033,1.237,1.448,
0.07,0.152,0.252,0.364,0.5,0.646,0.786,1.002,1.132,1.343,
0.076,0.167,0.26,0.386,0.531,0.683,0.841,0.984,1.19,1.385,
0.075,0.159,0.276,0.369,0.495,0.637,0.793,0.997,1.137,1.319,
0.082,0.17,0.266,0.397,0.547,0.697,0.851,1.006,1.199,1.433,
0.081,0.172,0.285,0.423,0.529,0.679,0.88,1.011,1.221,1.443,
