0.145,0.438,0.629,0.972,1.431,1.812,2.511,2.826,3.34,4.21,
0.153,0.436,0.691,0.972,1.401,1.966,2.645,2.903,3.566,4.501,
0.217,0.384,0.683,1.047,1.473,1.916,2.49,2.939,3.507,4.216,
0.157,0.442,0.647,1.016,1.426,1.911,2.719,2.983,3.528,4.655,
0.16,0.436,0.706,1.006,1.417,1.915,2.437,3.272,3.562,4.248,
0.157,0.425,0.661,0.963,1.362,1.868,2.32,2.826,3.813,3.942,
0.23,0.37,0.675,0.971,1.371,1.928,2.388,2.964,3.496,4.092,
0.157,0.433,0.665,0.967,1.335,1.997,2.249,2.822,3.403,4.283,
0.166,0.387,0.699,1.027,1.484,1.905,2.411,3.328,3.534,4.223,
0.241,0.399,0.708,1.069,1.446,1.907,2.618,3.022,3.537,4.215,
