0.275,0.216,0.376,0.438,0.486,0.383,0.378,0.46,0.5,0.691,
0.036,0.076,0.122,0.194,0.235,0.32,0.362,0.511,0.468,0.529,
0.034,0.074,0.113,0.168,0.211,0.258,0.337,0.376,0.455,0.562,
0.038,0.072,0.12,0.163,0.214,0.271,0.319,0.408,0.46,0.522,
0.038,0.077,0.145,0.163,0.221,0.265,0.336,0.385,0.451,0.547,
0.037,0.073,0.114,0.165,0.211,0.254,0.313,0.373,0.453,0.489,
0.04,0.077,0.122,0.168,0.212,0.289,0.331,0.408,0.461,0.525,
0.04,0.08,0.123,0.165,0.211,0.26,0.364,0.396,0.458,0.515,
0.044,0.08,0.123,0.166,0.217,0.282,0.329,0.413,0.456,0.533,
0.044,0.082,0.136,0.17,0.245,0.322,0.346,0.422,0.458,0.568,
